car_name,yr_mfr,fuel_type,kms_run,sale_price,city,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,make,model,total_owners,original_price,car_rating,fitness_certificate
maruti swift,2014,petrol,34483,515799,bengaluru,hatchback,manual,zxi,True,bengaluru,karnataka,True,ka03,maruti,swift,1,Unknown,great,True
maruti alto k10,2011,petrol,38847,258199,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka03,maruti,alto k10,2,Unknown,great,True
maruti wagon r 1.0,2013,petrol,58454,330799,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka03,maruti,wagon r 1.0,2,330899.0,great,True
maruti a star,2010,petrol,25549,293299,bengaluru,hatchback,manual,vxi,False,bengaluru,karnataka,True,ka50,maruti,a star,1,Unknown,good,True
maruti celerio,2015,petrol,59844,393299,bengaluru,hatchback,automatic,vxi amt,True,bangalore central,karnataka,True,ka01,maruti,celerio,1,455640.0,great,True
maruti swift,2010,petrol,57869,370199,bengaluru,hatchback,manual,vxi,True,bangalore south,karnataka,True,ka05,maruti,swift,1,370299.0,great,True
maruti swift,2017,petrol,23536,514799,bengaluru,hatchback,manual,lxi opt,True,electronic city,karnataka,True,ka51,maruti,swift,1,Unknown,great,True
honda mobilio,2015,petrol,40621,504899,bengaluru,suv,manual,1.5 v i vtec,True,bengaluru,karnataka,True,ka05,honda,mobilio,1,524899.0,great,True
honda city,2014,petrol,20078,659499,bengaluru,sedan,manual,s mt petrol,True,banglore-cafe dly,karnataka,True,ka03,honda,city,1,Unknown,great,True
renault kwid,2017,petrol,32578,360699,bengaluru,hatchback,Unknown,rxt 1.0 easy-r  at,True,electronic city,karnataka,True,ka51,renault,kwid,1,459768.0,great,True
maruti ignis,2017,petrol,24945,554899,bengaluru,hatchback,Unknown,alpha 1.2 k12 dual tone,True,bengaluru,karnataka,True,ka05,maruti,ignis,1,567063.0,great,True
maruti baleno,2017,petrol,9679,677799,bengaluru,hatchback,manual,zeta 1.2 k12,True,bengaluru,karnataka,True,ka03,maruti,baleno,1,705123.0,great,True
maruti alto,2010,petrol,24045,207199,bengaluru,hatchback,manual,lxi,True,bangalore k r puram,karnataka,True,ka53,maruti,alto,2,Unknown,great,True
maruti wagon r 1.0,2010,petrol,54397,291499,bengaluru,hatchback,manual,lxi,False,bengaluru,karnataka,True,ka03,maruti,wagon r 1.0,2,Unknown,great,True
hyundai i10,2010,petrol,23373,324499,bengaluru,hatchback,manual,magna 1.2,False,bangalore central,karnataka,True,ka01,hyundai,i10,1,324599.0,great,True
toyota etios,2012,diesel,47671,439299,bengaluru,sedan,manual,gd,True,banglore-cafe dly,karnataka,True,ka03,toyota,etios,1,Unknown,great,True
hyundai eon,2014,petrol,36253,294899,bengaluru,hatchback,manual,era plus,False,bangalore south,karnataka,True,ka05,hyundai,eon,1,Unknown,great,True
hyundai xcent,2015,petrol,30533,489299,bengaluru,sedan,manual,s 1.2,False,electronic city,karnataka,True,ka51,hyundai,xcent,1,Unknown,great,True
maruti alto 800,2012,petrol,48891,260199,bengaluru,hatchback,manual,lxi,True,bangalore k r puram,karnataka,True,ka53,maruti,alto 800,1,Unknown,great,True
hyundai i20,2011,petrol,76229,402999,bengaluru,hatchback,manual,magna o 1.2,True,bangalore central,karnataka,True,ka01,hyundai,i20,1,Unknown,great,True
hyundai getz prime,2009,petrol,52710,204799,bengaluru,hatchback,manual,1.1 gvs,False,bangalore south,karnataka,True,ka53,hyundai,getz prime,3,Unknown,great,True
volkswagen polo,2014,petrol,21527,543599,bengaluru,hatchback,manual,highline1.2l petrol,True,bengaluru,karnataka,True,ka03,volkswagen,polo,1,Unknown,great,True
maruti swift dzire,2014,petrol,41623,539699,bengaluru,sedan,manual,vxi 1.2 bs iv,False,banglore-cafe dly,karnataka,True,ka50,maruti,swift dzire,1,Unknown,great,True
hyundai santro xing,2008,petrol,67059,196199,bengaluru,hatchback,manual,gls,True,bengaluru,karnataka,True,ka03,hyundai,santro xing,3,196299.0,great,True
hyundai i10,2009,petrol,26687,314499,bengaluru,hatchback,automatic,magna 1.2 at,True,banglore-cafe dly,karnataka,True,ka03,hyundai,i10,1,396140.0,great,True
maruti wagon r 1.0,2014,petrol,46468,365999,bengaluru,hatchback,manual,vxi,False,bengaluru,karnataka,True,ka02,maruti,wagon r 1.0,2,366099.0,great,True
maruti baleno,2016,petrol,13181,628199,bengaluru,hatchback,manual,delta 1.2 k12,True,electronic city,karnataka,True,ka51,maruti,baleno,1,636964.0,great,True
toyota etios liva,2016,petrol,33185,522099,bengaluru,hatchback,manual,v  limited,False,bangalore central,karnataka,True,ka01,toyota,etios liva,1,642590.0,great,True
hyundai grand i10,2014,petrol,52726,401099,bengaluru,hatchback,manual,asta at 1.2 kappa vtvt,False,banglore-cafe dly,karnataka,True,ka04,hyundai,grand i10,3,403844.0,great,True
maruti baleno,2016,petrol,31528,620599,bengaluru,hatchback,manual,zeta 1.2 k12,True,banglore-cafe dly,karnataka,True,ka03,maruti,baleno,1,628448.0,great,True
maruti wagon r 1.0,2015,petrol,47468,386999,bengaluru,hatchback,manual,vxi,False,bengaluru,karnataka,True,ka03,maruti,wagon r 1.0,1,387099.0,great,True
maruti swift,2012,petrol,39236,483599,bengaluru,hatchback,manual,vxi,False,bengaluru,karnataka,True,ka05,maruti,swift,1,Unknown,great,True
hyundai grand i10,2016,petrol,26486,473999,bengaluru,hatchback,manual,sportz 1.2 kappa vtvt,True,bengaluru,karnataka,True,ka51,hyundai,grand i10,1,Unknown,great,True
maruti swift,2018,petrol,3642,658899,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka03,maruti,swift,1,684002.0,great,True
hyundai i10,2010,petrol,27225,308899,bengaluru,hatchback,manual,magna 1.2,True,electronic city,karnataka,True,ka51,hyundai,i10,1,308999.0,great,True
toyota etios,2012,diesel,62639,424199,bengaluru,sedan,manual,gd,True,bengaluru,karnataka,True,ka01,toyota,etios,2,Unknown,great,True
hyundai elite i20,2015,petrol,12903,638599,bengaluru,hatchback,manual,asta 1.2,True,bengaluru,karnataka,True,ka03,hyundai,elite i20,2,647932.0,great,True
hyundai eon,2014,petrol,27253,321599,bengaluru,hatchback,manual,magna plus,True,electronic city,karnataka,True,ka51,hyundai,eon,1,Unknown,good,True
maruti swift,2017,petrol,17602,612699,bengaluru,hatchback,manual,vxi,True,bangalore k r puram,karnataka,True,ka53,maruti,swift,1,Unknown,great,True
hyundai i20,2010,petrol,56045,383099,bengaluru,hatchback,manual,sportz 1.2 o,True,bengaluru,karnataka,True,ka53,hyundai,i20,2,Unknown,great,True
maruti ritz,2011,petrol,62420,392899,bengaluru,hatchback,manual,vxi bs iv,True,bengaluru,karnataka,True,ka03,maruti,ritz,1,Unknown,great,True
maruti alto,2008,petrol,73710,187799,bengaluru,hatchback,manual,lxi,False,bangalore south,karnataka,True,ka05,maruti,alto,1,227945.0,great,True
hyundai santro xing,2010,petrol,67770,228599,bengaluru,hatchback,manual,gl,True,bangalore central,karnataka,True,ka03,hyundai,santro xing,3,Unknown,great,True
hyundai i10,2011,petrol,63546,273299,bengaluru,hatchback,manual,magna 1.2 kappa2,True,bangalore south,karnataka,True,ka05,hyundai,i10,1,273399.0,great,True
maruti eeco,2018,petrol,28457,392699,bengaluru,suv,manual,5 str with ac plushtr,True,bangalore south,karnataka,True,ka05,maruti,eeco,1,392799.0,great,True
tata tiago,2017,petrol,50292,471199,bengaluru,hatchback,manual,xz 1.2 revotron,True,bangalore central,karnataka,True,ka01,tata,tiago,1,561750.0,great,True
maruti wagon r 1.0,2013,petrol,52421,389799,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka05,maruti,wagon r 1.0,1,Unknown,great,True
hyundai i10,2015,petrol,39456,444799,bengaluru,hatchback,manual,sportz 1.1 irde2,True,bengaluru,karnataka,True,ka05,hyundai,i10,1,Unknown,great,True
maruti dzire,2018,petrol,21352,681399,bengaluru,sedan,manual,vxi,True,banglore-cafe dly,karnataka,True,ka03,maruti,dzire,1,Unknown,great,True
hyundai i20,2013,diesel,78618,403199,bengaluru,hatchback,manual,magna o 1.4 crdi,False,bengaluru,karnataka,True,ka41,hyundai,i20,1,403299.0,great,True
maruti alto k10,2012,petrol,64058,263099,bengaluru,hatchback,manual,vxi,True,bangalore central,karnataka,True,ka01,maruti,alto k10,1,309703.0,great,True
hyundai elite i20,2015,petrol,44930,616199,bengaluru,hatchback,manual,asta 1.2,True,bengaluru,karnataka,True,ka02,hyundai,elite i20,1,Unknown,great,True
hyundai i10,2009,petrol,66948,266999,bengaluru,hatchback,automatic,sportz 1.2 at,True,bengaluru,karnataka,True,ka50,hyundai,i10,3,267099.0,great,True
maruti wagon r 1.0,2013,petrol,23401,352699,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka51,maruti,wagon r 1.0,1,406850.0,good,True
maruti alto k10,2011,petrol,66875,268199,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka04,maruti,alto k10,1,Unknown,great,True
maruti alto,2009,petrol,43770,226399,bengaluru,hatchback,manual,lxi,True,bengaluru,karnataka,True,ka50,maruti,alto,1,Unknown,great,True
maruti alto k10,2014,petrol,43290,342299,bengaluru,hatchback,manual,vxi,True,bangalore central,karnataka,True,ka03,maruti,alto k10,3,Unknown,great,True
hyundai elite i20,2014,diesel,62516,599099,bengaluru,hatchback,manual,sportz (o) 1.4,True,bangalore south,karnataka,True,ka05,hyundai,elite i20,1,678500.0,great,True
maruti swift,2011,diesel,107079,366499,bengaluru,hatchback,manual,vdi,True,bengaluru,karnataka,True,ka02,maruti,swift,1,366599.0,great,True
hyundai verna,2013,petrol,50364,552799,bengaluru,sedan,manual,fluidic 1.6 sx vtvt,True,bengaluru,karnataka,True,ka53,hyundai,verna,2,Unknown,great,True
hyundai i10,2010,petrol,35835,353799,bengaluru,hatchback,manual,sportz 1.2 kappa2,False,gulbarga,karnataka,True,ka32,hyundai,i10,1,Unknown,great,True
tata nano,2016,petrol,31828,197599,bengaluru,hatchback,manual,xt twist,True,bengaluru,karnataka,True,ka03,tata,nano,1,Unknown,great,True
volkswagen polo,2013,diesel,56244,343899,bengaluru,hatchback,manual,comfortline 1.2l diesel,True,electronic city,karnataka,True,ka51,volkswagen,polo,3,343999.0,great,True
maruti omni e,2016,petrol,39227,265599,bengaluru,Unknown,Unknown,8 str,True,bangalore k r puram,karnataka,True,ka53,maruti,omni e,1,312840.0,great,True
maruti alto k10,2011,petrol,63550,222999,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka02,maruti,alto k10,3,Unknown,great,True
honda city,2015,petrol,50210,658299,bengaluru,sedan,manual,v mt petrol,True,bengaluru,karnataka,True,ka04,honda,city,1,Unknown,great,True
honda city,2011,petrol,74354,484399,bengaluru,sedan,manual,s mt petrol,True,electronic city,karnataka,True,ka51,honda,city,1,Unknown,great,True
maruti swift dzire,2013,petrol,22236,470699,bengaluru,sedan,Unknown,vxi regal limited edition,True,bangalore central,karnataka,True,ka01,maruti,swift dzire,1,598956.0,great,True
maruti ertiga,2015,diesel,47724,786899,bengaluru,suv,manual,zdi,True,banglore-cafe dly,karnataka,True,ka03,maruti,ertiga,1,803423.0,great,True
tata nano,2015,petrol,35074,247699,bengaluru,hatchback,automatic,twist xta,True,bengaluru,karnataka,True,ka03,tata,nano,1,Unknown,great,True
hyundai elite i20,2019,petrol,16097,721099,bengaluru,hatchback,manual,asta 1.2 (o),True,bengaluru,karnataka,True,ka06,hyundai,elite i20,2,750402.0,great,True
honda city,2010,petrol,64985,421999,bengaluru,sedan,manual,v mt petrol,True,bangalore south,karnataka,True,ka05,honda,city,1,Unknown,great,True
chevrolet beat,2012,petrol,30968,250899,bengaluru,hatchback,manual,ls petrol,False,bangalore central,karnataka,True,ka01,chevrolet,beat,1,Unknown,fair,True
honda amaze,2018,petrol,19150,711099,bengaluru,sedan,Unknown,1.2 v cvt i vtec,True,bangalore south,karnataka,True,ka05,honda,amaze,1,711199.0,great,True
tata tiago,2017,petrol,32330,519099,bengaluru,hatchback,manual,xz 1.2 revotron,True,bengaluru,karnataka,True,ka53,tata,tiago,1,Unknown,great,True
ford figo,2012,diesel,43307,355899,bengaluru,hatchback,manual,1.4 exi duratorq,False,bengaluru,karnataka,True,ka03,ford,figo,2,Unknown,good,True
renault kwid,2016,petrol,51712,284199,bengaluru,hatchback,manual,rxt,True,bengaluru,karnataka,True,ka05,renault,kwid,2,Unknown,great,True
hyundai i20,2011,petrol,71654,380399,bengaluru,hatchback,manual,asta 1.2 o with sunroof,True,bangalore central,karnataka,True,ka01,hyundai,i20,3,Unknown,great,True
maruti eeco,2015,petrol,36647,401099,bengaluru,suv,manual,5 str with ac plushtr,True,bengaluru,karnataka,True,ka03,maruti,eeco,1,Unknown,great,True
hyundai i10,2010,petrol,65697,349299,bengaluru,hatchback,manual,sportz 1.2 kappa2,True,tumkur,karnataka,True,ka06,hyundai,i10,1,Unknown,great,True
maruti swift dzire,2013,petrol,53166,442399,bengaluru,sedan,Unknown,vxi regal limited edition,True,bangalore south,karnataka,True,ka05,maruti,swift dzire,1,Unknown,great,True
maruti baleno,2016,petrol,39609,586499,bengaluru,hatchback,manual,delta 1.2 k12,False,bengaluru,karnataka,True,ka03,maruti,baleno,1,Unknown,great,True
hyundai eon,2012,petrol,65435,252699,bengaluru,hatchback,manual,magna,True,bengaluru,karnataka,True,ka03,hyundai,eon,1,Unknown,great,True
hyundai grand i10 nios,2019,petrol,6430,717699,bengaluru,hatchback,Unknown,sportz 1.2 at,False,bengaluru,karnataka,True,ka04,hyundai,grand i10 nios,1,740072.0,great,True
maruti swift,2018,petrol,9948,641899,bengaluru,hatchback,automatic,vxi amt,True,bengaluru,karnataka,True,ka01,maruti,swift,2,666276.0,great,True
maruti alto k10,2010,petrol,99476,198999,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka01,maruti,alto k10,2,240676.0,great,True
ford figo,2010,petrol,72728,259499,bengaluru,hatchback,manual,1.2 exi duratec,True,bengaluru,karnataka,True,ka05,ford,figo,2,Unknown,good,True
hyundai i10,2012,petrol,52419,338199,bengaluru,hatchback,manual,era 1.1 irde,True,bengaluru,karnataka,True,ka03,hyundai,i10,2,Unknown,great,True
maruti wagon r,2009,petrol,43468,241999,bengaluru,hatchback,manual,lxi,True,banglore-cafe dly,karnataka,True,ka03,maruti,wagon r,2,283090.0,great,True
maruti swift,2014,petrol,51232,519999,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka04,maruti,swift,1,Unknown,great,True
hyundai i10,2009,petrol,45611,259999,bengaluru,hatchback,manual,magna 1.2,True,bangalore south,karnataka,True,ka05,hyundai,i10,1,Unknown,great,True
maruti swift,2015,petrol,40944,537599,bengaluru,hatchback,manual,vxi,True,bangalore south,karnataka,True,ka05,maruti,swift,1,548309.0,great,True
maruti swift,2019,petrol,10705,643399,bengaluru,hatchback,manual,vxi,False,banglore-cafe dly,karnataka,True,ka51,maruti,swift,1,663206.0,great,True
hyundai i20,2012,petrol,61801,448199,bengaluru,hatchback,manual,sportz 1.2 vtvt,False,bengaluru,karnataka,True,ka04,hyundai,i20,1,532500.0,great,True
hyundai elite i20,2019,petrol,21040,667199,bengaluru,hatchback,Unknown,1.2 magna plus vtvt,True,bangalore central,karnataka,True,ka01,hyundai,elite i20,1,840855.0,great,True
honda brio,2015,petrol,32984,474599,bengaluru,hatchback,manual,1.2 s mt i vtec,True,bangalore central,karnataka,True,ka05,honda,brio,2,Unknown,great,True
hyundai i10,2009,petrol,44610,262499,bengaluru,hatchback,manual,sportz 1.2,True,bangalore south,karnataka,True,ka05,hyundai,i10,2,Unknown,great,True
tata nano,2013,petrol,63792,134899,bengaluru,hatchback,manual,lx,False,bangalore south,karnataka,True,ka05,tata,nano,1,Unknown,good,True
maruti new  wagon-r,2019,petrol,19013,503099,bengaluru,Unknown,Unknown,vxi (o)1.ol ags,False,bangalore central,karnataka,True,ka01,maruti,new  wagon-r,1,624405.0,great,True
maruti a star,2010,petrol,59671,227599,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka28,maruti,a star,3,Unknown,great,True
maruti swift,2016,petrol,35352,559899,bengaluru,hatchback,manual,lxi opt,False,bengaluru,karnataka,True,ka04,maruti,swift,1,Unknown,great,True
maruti omni e,2016,petrol,43664,297499,bengaluru,Unknown,Unknown,8 str,True,electronic city,karnataka,True,ka51,maruti,omni e,1,Unknown,great,True
chevrolet beat,2010,petrol,47003,234699,bengaluru,hatchback,manual,ls petrol,False,bangalore south,karnataka,True,ka05,chevrolet,beat,1,Unknown,good,True
hyundai i10,2010,petrol,40200,379499,bengaluru,hatchback,automatic,sportz 1.2 at kappa2,True,bengaluru,karnataka,True,ka03,hyundai,i10,1,Unknown,good,True
maruti swift,2010,petrol,88390,287399,bengaluru,hatchback,manual,vxi,False,electronic city,karnataka,True,ka51,maruti,swift,2,349016.0,great,True
maruti swift dzire,2013,diesel,53702,493599,bengaluru,sedan,manual,zdi,False,bangalore south,karnataka,True,ka05,maruti,swift dzire,2,493699.0,great,True
hyundai i10,2011,petrol,61322,353999,bengaluru,hatchback,manual,magna 1.2 kappa2,True,bangalore central,karnataka,True,ka01,hyundai,i10,1,Unknown,great,True
hyundai verna,2013,petrol,43825,565599,bengaluru,sedan,manual,fluidic 1.6 sx vtvt,True,electronic city,karnataka,True,ka51,hyundai,verna,2,Unknown,great,True
volkswagen polo,2013,petrol,45204,642599,bengaluru,hatchback,automatic,gt tsi 1.2 petrol at,True,bengaluru,karnataka,True,ka05,volkswagen,polo,1,Unknown,great,True
maruti alto k10,2010,petrol,42705,263299,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka03,maruti,alto k10,2,Unknown,great,True
honda city,2015,petrol,22337,713899,bengaluru,sedan,manual,v mt petrol,True,belgaum,karnataka,True,ka23,honda,city,1,716111.0,great,True
maruti swift dzire,2013,diesel,48132,511599,bengaluru,sedan,manual,vdi bs iv,True,bangalore south,karnataka,True,ka05,maruti,swift dzire,1,Unknown,great,True
maruti swift,2012,petrol,42779,484199,bengaluru,hatchback,manual,zxi,True,bengaluru,karnataka,True,ka53,maruti,swift,2,Unknown,great,True
maruti ciaz,2018,petrol,16598,830599,bengaluru,sedan,Unknown,delta 1.5 shvs vvt at,True,bangalore south,karnataka,True,ka05,maruti,ciaz,1,830699.0,great,True
maruti swift dzire,2014,petrol,50960,498799,bengaluru,sedan,manual,vxi 1.2 bs iv,False,bengaluru,karnataka,True,ka01,maruti,swift dzire,2,Unknown,great,True
maruti eeco,2012,petrol,46403,339299,bengaluru,suv,manual,5 str with ac plushtr,True,electronic city,karnataka,True,ka51,maruti,eeco,2,Unknown,good,True
hyundai santro xing,2008,petrol,41350,232299,bengaluru,hatchback,manual,gl,True,bengaluru,karnataka,True,ka04,hyundai,santro xing,2,Unknown,good,True
maruti baleno,2017,petrol,14962,634899,bengaluru,hatchback,manual,delta 1.2 k12,True,banglore-cafe dly,karnataka,True,ka03,maruti,baleno,2,637708.0,great,True
maruti baleno,2017,petrol,30068,635999,bengaluru,hatchback,manual,zeta 1.2 k12,False,bengaluru,karnataka,True,ka41,maruti,baleno,1,645384.0,great,True
maruti swift dzire,2013,petrol,38521,515099,bengaluru,sedan,manual,zxi 1.2 bs iv,True,bengaluru,karnataka,True,ka04,maruti,swift dzire,1,539318.0,great,True
chevrolet beat,2010,petrol,33225,232699,bengaluru,hatchback,manual,lt petrol,True,bengaluru,karnataka,True,ka03,chevrolet,beat,2,Unknown,good,True
hyundai i10,2007,petrol,79620,209499,bengaluru,hatchback,manual,magna,False,electronic city,karnataka,True,ka51,hyundai,i10,3,246570.0,good,True
maruti swift,2018,petrol,22678,629999,bengaluru,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka51,maruti,swift,1,634066.0,great,True
maruti alto,2008,petrol,45812,217399,bengaluru,hatchback,manual,lxi,True,bengaluru,karnataka,True,ka01,maruti,alto,2,Unknown,good,True
maruti ritz,2011,diesel,71585,363699,bengaluru,hatchback,manual,vdi,True,bengaluru,karnataka,True,ka03,maruti,ritz,2,Unknown,great,True
maruti alto k10,2010,petrol,56300,259099,bengaluru,hatchback,manual,lxi,True,electronic city,karnataka,True,ka51,maruti,alto k10,1,Unknown,great,True
